strategy,total_return,return_pct,cagr,max_drawdown,sharpe,gross_return,time_in_btc_pct,time_in_gold_silver_pct,time_in_cash_pct,switches,switches_per_year,btc_bull_phase_return,btc_drawdown_phase_return,oos_return,oos_return_pct,oos_max_drawdown,oos_sharpe,oos_switches,oos_switches_per_year
rotation_base_optionA,715.8533926907361,71585.33926907361,0.7906858091533102,-0.6275197145841138,1.3969561744539223,822.9934250100115,56.853469189713735,43.134400776322174,0.0,113,10.012918486171762,1613.8399570141398,-0.17395966395366225,3.2219614136156105,322.19614136156105,-0.29510413498782073,1.253058906969969,43,12.696645109135003
rotation_volume_filter,498.50080673244,49850.080673244,0.7342712203723047,-0.6591919462439906,1.342288335931074,568.9783846077131,53.748180494905384,46.23968947113052,0.0,107,9.481259097525472,1189.5382421967001,-0.40223073178892066,3.765854783316785,376.5854783316785,-0.2912922891100329,1.3424395421584996,41,12.106103476151981
rotation_vol_expansion_filter,434.1373649445983,43413.73649445983,0.7132013756533124,-0.5965121726431761,1.359247462676273,484.6690567311494,46.34885977680738,53.63901018922853,0.0,89,7.886280931586608,611.3241755508972,0.13190891244975544,3.3361201231200814,333.6120123120081,-0.3413802331107334,1.286145776292893,37,10.925020210185934
rotation_volume_and_vol_expansion,320.12793565943565,32012.793565943564,0.667694474844386,-0.596512172643177,1.3070393714211512,356.55232261314546,45.232896652110625,54.754973313925284,0.0,87,7.709061135371178,538.4023973488811,-0.1646601701148218,3.2329195472663965,323.29195472663963,-0.3378186332091613,1.2671285816434654,35,10.33447857720291
benchmark_btc_breakout_only_optionA,361.5185532707863,36151.85532707863,0.6857066171865862,-0.5644019768001407,1.3237019896839453,415.81000482371036,56.853469189713735,0.0,43.134400776322174,113,10.012918486171762,901.1275893359484,-0.27459319667855175,1.3974376197325111,139.7437619732511,-0.35070339703057996,0.9352481291328273,43,12.696645109135003
benchmark_btc_breakout_to_cash_strict,-0.7830127652923516,-78.30127652923517,-0.12662350279525603,-0.7828824947892251,-11.548520354862012,0.0,7.714701601164483,0.0,92.27316836487141,1272,112.71179039301309,-0.6964823552113071,-0.49439992482396555,-0.3529042655739836,-35.290426557398355,-0.352515775039007,-11.203252143296515,362,106.88803556992724
benchmark_btc_buy_and_hold,234.2108375853497,23421.08375853497,0.6223127905543093,-0.8339900882218974,1.0591324527228505,234.3520488146379,99.9878699660359,0.0,0.0,0,0.0,7352.931257992759,-0.9599263123564478,3.5005878182315273,350.05878182315274,-0.49738817298546767,1.1731082555641974,0,0.0
